Datetime,Value,Topic,Value_Float
2023-08-02 13:43:06.682337,0.52,currentSenChar/mqtt,0.52
2023-08-02 13:43:06.688337,296.72,acXChar/mqtt,296.72
2023-08-02 13:43:06.695574,305.76,acYChar/mqtt,305.76
2023-08-02 13:43:06.702572,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:06.710648,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:06.915198,296.45,acXChar/mqtt,296.45
2023-08-02 13:43:06.921291,305.68,acYChar/mqtt,305.68
2023-08-02 13:43:06.930276,70.11,acZChar/mqtt,70.11
2023-08-02 13:43:06.938788,-0.78,currentSenChar/mqtt,-0.78
2023-08-02 13:43:06.946928,296.53,acXChar/mqtt,296.53
2023-08-02 13:43:06.947671,305.12,acYChar/mqtt,305.12
2023-08-02 13:43:06.956021,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:06.964804,0.46,currentSenChar/mqtt,0.46
2023-08-02 13:43:06.973828,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:06.982693,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:06.982693,69.34,acZChar/mqtt,69.34
2023-08-02 13:43:06.991679,0.17,currentSenChar/mqtt,0.17
2023-08-02 13:43:07.009961,296.60,acXChar/mqtt,296.6
2023-08-02 13:43:07.009961,304.95,acYChar/mqtt,304.95
2023-08-02 13:43:07.021565,70.09,acZChar/mqtt,70.09
2023-08-02 13:43:07.030613,0.23,currentSenChar/mqtt,0.23
2023-08-02 13:43:07.036483,296.77,acXChar/mqtt,296.77
2023-08-02 13:43:07.045372,305.22,acYChar/mqtt,305.22
2023-08-02 13:43:07.053120,69.98,acZChar/mqtt,69.98
2023-08-02 13:43:07.059788,-0.62,currentSenChar/mqtt,-0.62
2023-08-02 13:43:07.065169,296.14,acXChar/mqtt,296.14
2023-08-02 13:43:07.067542,305.93,acYChar/mqtt,305.93
2023-08-02 13:43:07.076332,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:07.076332,0.57,currentSenChar/mqtt,0.57
2023-08-02 13:43:07.211805,296.93,acXChar/mqtt,296.93
2023-08-02 13:43:07.221608,304.89,acYChar/mqtt,304.89
2023-08-02 13:43:07.229465,69.27,acZChar/mqtt,69.27
2023-08-02 13:43:07.237392,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:07.237392,296.30,acXChar/mqtt,296.3
2023-08-02 13:43:07.246809,305.49,acYChar/mqtt,305.49
2023-08-02 13:43:07.255632,69.23,acZChar/mqtt,69.23
2023-08-02 13:43:07.264449,-1.15,currentSenChar/mqtt,-1.15
2023-08-02 13:43:07.264449,297.14,acXChar/mqtt,297.14
2023-08-02 13:43:07.273069,305.64,acYChar/mqtt,305.64
2023-08-02 13:43:07.282019,68.96,acZChar/mqtt,68.96
2023-08-02 13:43:07.282019,0.17,currentSenChar/mqtt,0.17
2023-08-02 13:43:07.290478,296.28,acXChar/mqtt,296.28
2023-08-02 13:43:07.298862,305.66,acYChar/mqtt,305.66
2023-08-02 13:43:07.308317,68.92,acZChar/mqtt,68.92
2023-08-02 13:43:07.316624,0.78,currentSenChar/mqtt,0.78
2023-08-02 13:43:07.516177,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:07.521862,305.18,acYChar/mqtt,305.18
2023-08-02 13:43:07.530792,69.96,acZChar/mqtt,69.96
2023-08-02 13:43:07.539727,-0.65,currentSenChar/mqtt,-0.65
2023-08-02 13:43:07.539727,296.54,acXChar/mqtt,296.54
2023-08-02 13:43:07.547837,306.06,acYChar/mqtt,306.06
2023-08-02 13:43:07.556643,69.61,acZChar/mqtt,69.61
2023-08-02 13:43:07.565677,-1.15,currentSenChar/mqtt,-1.15
2023-08-02 13:43:07.566021,296.45,acXChar/mqtt,296.45
2023-08-02 13:43:07.574304,305.39,acYChar/mqtt,305.39
2023-08-02 13:43:07.582615,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:07.582615,0.31,currentSenChar/mqtt,0.31
2023-08-02 13:43:07.621923,296.91,acXChar/mqtt,296.91
2023-08-02 13:43:07.630819,304.97,acYChar/mqtt,304.97
2023-08-02 13:43:07.639152,69.78,acZChar/mqtt,69.78
2023-08-02 13:43:07.639253,0.17,currentSenChar/mqtt,0.17
2023-08-02 13:43:07.647528,296.08,acXChar/mqtt,296.08
2023-08-02 13:43:07.647528,305.51,acYChar/mqtt,305.51
2023-08-02 13:43:07.661988,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:07.668731,-0.65,currentSenChar/mqtt,-0.65
2023-08-02 13:43:07.675805,296.83,acXChar/mqtt,296.83
2023-08-02 13:43:07.683303,304.30,acYChar/mqtt,304.3
2023-08-02 13:43:07.690530,69.80,acZChar/mqtt,69.8
2023-08-02 13:43:07.698697,0.17,currentSenChar/mqtt,0.17
2023-08-02 13:43:07.705830,296.60,acXChar/mqtt,296.6
2023-08-02 13:43:07.715395,306.50,acYChar/mqtt,306.5
2023-08-02 13:43:07.723949,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:07.730118,-0.12,currentSenChar/mqtt,-0.12
2023-08-02 13:43:07.923140,296.18,acXChar/mqtt,296.18
2023-08-02 13:43:07.932367,306.71,acYChar/mqtt,306.71
2023-08-02 13:43:07.940284,68.79,acZChar/mqtt,68.79
2023-08-02 13:43:07.949087,-0.72,currentSenChar/mqtt,-0.72
2023-08-02 13:43:07.956673,298.06,acXChar/mqtt,298.06
2023-08-02 13:43:07.957171,302.98,acYChar/mqtt,302.98
2023-08-02 13:43:07.968005,69.90,acZChar/mqtt,69.9
2023-08-02 13:43:07.976849,0.89,currentSenChar/mqtt,0.89
2023-08-02 13:43:07.984908,296.14,acXChar/mqtt,296.14
2023-08-02 13:43:07.993578,306.31,acYChar/mqtt,306.31
2023-08-02 13:43:08.001644,68.29,acZChar/mqtt,68.29
2023-08-02 13:43:08.009444,0.49,currentSenChar/mqtt,0.49
2023-08-02 13:43:08.125713,296.43,acXChar/mqtt,296.43
2023-08-02 13:43:08.128547,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:08.138009,69.44,acZChar/mqtt,69.44
2023-08-02 13:43:08.147258,0.67,currentSenChar/mqtt,0.67
2023-08-02 13:43:08.154351,297.44,acXChar/mqtt,297.44
2023-08-02 13:43:08.163208,304.95,acYChar/mqtt,304.95
2023-08-02 13:43:08.163208,69.55,acZChar/mqtt,69.55
2023-08-02 13:43:08.171648,-0.59,currentSenChar/mqtt,-0.59
2023-08-02 13:43:08.180891,295.89,acXChar/mqtt,295.89
2023-08-02 13:43:08.189696,307.23,acYChar/mqtt,307.23
2023-08-02 13:43:08.197844,68.46,acZChar/mqtt,68.46
2023-08-02 13:43:08.206122,-0.28,currentSenChar/mqtt,-0.28
2023-08-02 13:43:08.391405,300.36,acXChar/mqtt,300.36
2023-08-02 13:43:08.398481,307.00,acYChar/mqtt,307.0
2023-08-02 13:43:08.404719,72.85,acZChar/mqtt,72.85
2023-08-02 13:43:08.410846,-5.74,currentSenChar/mqtt,-5.74
2023-08-02 13:43:08.416935,297.50,acXChar/mqtt,297.5
2023-08-02 13:43:08.422114,302.94,acYChar/mqtt,302.94
2023-08-02 13:43:08.426334,71.20,acZChar/mqtt,71.2
2023-08-02 13:43:08.434849,-8.22,currentSenChar/mqtt,-8.22
2023-08-02 13:43:08.443744,290.49,acXChar/mqtt,290.49
2023-08-02 13:43:08.444059,307.80,acYChar/mqtt,307.8
2023-08-02 13:43:08.452895,65.95,acZChar/mqtt,65.95
2023-08-02 13:43:08.461817,-4.74,currentSenChar/mqtt,-4.74
2023-08-02 13:43:08.461817,299.32,acXChar/mqtt,299.32
2023-08-02 13:43:08.471206,303.99,acYChar/mqtt,303.99
2023-08-02 13:43:08.479645,70.59,acZChar/mqtt,70.59
2023-08-02 13:43:08.488390,-4.92,currentSenChar/mqtt,-4.92
2023-08-02 13:43:08.496672,294.55,acXChar/mqtt,294.55
2023-08-02 13:43:08.505089,308.82,acYChar/mqtt,308.82
2023-08-02 13:43:08.505089,68.46,acZChar/mqtt,68.46
2023-08-02 13:43:08.513871,-5.82,currentSenChar/mqtt,-5.82
2023-08-02 13:43:08.617049,296.18,acXChar/mqtt,296.18
2023-08-02 13:43:08.627552,305.81,acYChar/mqtt,305.81
2023-08-02 13:43:08.637402,70.09,acZChar/mqtt,70.09
2023-08-02 13:43:08.637402,-5.34,currentSenChar/mqtt,-5.34
2023-08-02 13:43:08.645814,297.18,acXChar/mqtt,297.18
2023-08-02 13:43:08.656387,303.13,acYChar/mqtt,303.13
2023-08-02 13:43:08.661386,70.40,acZChar/mqtt,70.4
2023-08-02 13:43:08.669431,-5.42,currentSenChar/mqtt,-5.42
2023-08-02 13:43:08.677377,294.44,acXChar/mqtt,294.44
2023-08-02 13:43:08.683361,306.87,acYChar/mqtt,306.87
2023-08-02 13:43:08.689957,69.48,acZChar/mqtt,69.48
2023-08-02 13:43:08.696956,-4.92,currentSenChar/mqtt,-4.92
2023-08-02 13:43:08.705580,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:08.713669,305.12,acYChar/mqtt,305.12
2023-08-02 13:43:08.718706,70.22,acZChar/mqtt,70.22
2023-08-02 13:43:08.728088,-4.52,currentSenChar/mqtt,-4.52
2023-08-02 13:43:08.854570,296.31,acXChar/mqtt,296.31
2023-08-02 13:43:08.862514,306.08,acYChar/mqtt,306.08
2023-08-02 13:43:08.869350,70.22,acZChar/mqtt,70.22
2023-08-02 13:43:08.875887,-5.03,currentSenChar/mqtt,-5.03
2023-08-02 13:43:08.880128,297.25,acXChar/mqtt,297.25
2023-08-02 13:43:08.888947,305.16,acYChar/mqtt,305.16
2023-08-02 13:43:08.888947,69.99,acZChar/mqtt,69.99
2023-08-02 13:43:08.897424,-5.34,currentSenChar/mqtt,-5.34
2023-08-02 13:43:08.905868,296.70,acXChar/mqtt,296.7
2023-08-02 13:43:08.914884,305.47,acYChar/mqtt,305.47
2023-08-02 13:43:08.915393,70.30,acZChar/mqtt,70.3
2023-08-02 13:43:08.927294,-4.55,currentSenChar/mqtt,-4.55
2023-08-02 13:43:08.935575,296.26,acXChar/mqtt,296.26
2023-08-02 13:43:08.935575,305.85,acYChar/mqtt,305.85
2023-08-02 13:43:08.944351,69.44,acZChar/mqtt,69.44
2023-08-02 13:43:08.952851,-4.31,currentSenChar/mqtt,-4.31
2023-08-02 13:43:08.961560,297.33,acXChar/mqtt,297.33
2023-08-02 13:43:08.970405,305.55,acYChar/mqtt,305.55
2023-08-02 13:43:08.970405,68.92,acZChar/mqtt,68.92
2023-08-02 13:43:08.978662,-4.74,currentSenChar/mqtt,-4.74
2023-08-02 13:43:09.197938,297.18,acXChar/mqtt,297.18
2023-08-02 13:43:09.198349,305.43,acYChar/mqtt,305.43
2023-08-02 13:43:09.207130,69.42,acZChar/mqtt,69.42
2023-08-02 13:43:09.215411,-4.02,currentSenChar/mqtt,-4.02
2023-08-02 13:43:09.225139,296.97,acXChar/mqtt,296.97
2023-08-02 13:43:09.227720,305.41,acYChar/mqtt,305.41
2023-08-02 13:43:09.237190,68.79,acZChar/mqtt,68.79
2023-08-02 13:43:09.245440,-4.71,currentSenChar/mqtt,-4.71
2023-08-02 13:43:09.254209,297.12,acXChar/mqtt,297.12
2023-08-02 13:43:09.262697,304.45,acYChar/mqtt,304.45
2023-08-02 13:43:09.271365,69.23,acZChar/mqtt,69.23
2023-08-02 13:43:09.280714,-4.34,currentSenChar/mqtt,-4.34
2023-08-02 13:43:09.286913,296.28,acXChar/mqtt,296.28
2023-08-02 13:43:09.287404,304.43,acYChar/mqtt,304.43
2023-08-02 13:43:09.296884,69.42,acZChar/mqtt,69.42
2023-08-02 13:43:09.296884,-3.71,currentSenChar/mqtt,-3.71
2023-08-02 13:43:09.305126,296.91,acXChar/mqtt,296.91
2023-08-02 13:43:09.314947,305.56,acYChar/mqtt,305.56
2023-08-02 13:43:09.328992,69.08,acZChar/mqtt,69.08
2023-08-02 13:43:09.331453,-5.26,currentSenChar/mqtt,-5.26
2023-08-02 13:43:09.340365,297.25,acXChar/mqtt,297.25
2023-08-02 13:43:09.348750,305.64,acYChar/mqtt,305.64
2023-08-02 13:43:09.356845,68.69,acZChar/mqtt,68.69
2023-08-02 13:43:09.365586,-4.68,currentSenChar/mqtt,-4.68
2023-08-02 13:43:09.373833,296.64,acXChar/mqtt,296.64
2023-08-02 13:43:09.373833,305.56,acYChar/mqtt,305.56
2023-08-02 13:43:09.382033,70.32,acZChar/mqtt,70.32
2023-08-02 13:43:09.390783,-3.76,currentSenChar/mqtt,-3.76
2023-08-02 13:43:09.472283,297.14,acXChar/mqtt,297.14
2023-08-02 13:43:09.480690,305.89,acYChar/mqtt,305.89
2023-08-02 13:43:09.480690,70.47,acZChar/mqtt,70.47
2023-08-02 13:43:09.489587,-5.58,currentSenChar/mqtt,-5.58
2023-08-02 13:43:09.497625,297.35,acXChar/mqtt,297.35
2023-08-02 13:43:09.506042,304.99,acYChar/mqtt,304.99
2023-08-02 13:43:09.506042,69.77,acZChar/mqtt,69.77
2023-08-02 13:43:09.514595,-3.76,currentSenChar/mqtt,-3.76
2023-08-02 13:43:09.527827,297.43,acXChar/mqtt,297.43
2023-08-02 13:43:09.527827,305.56,acYChar/mqtt,305.56
2023-08-02 13:43:09.536771,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:09.545728,-4.18,currentSenChar/mqtt,-4.18
2023-08-02 13:43:09.819392,296.22,acXChar/mqtt,296.22
2023-08-02 13:43:09.820325,305.85,acYChar/mqtt,305.85
2023-08-02 13:43:09.829449,69.21,acZChar/mqtt,69.21
2023-08-02 13:43:09.835999,-5.00,currentSenChar/mqtt,-5.0
2023-08-02 13:43:09.835999,297.37,acXChar/mqtt,297.37
2023-08-02 13:43:09.844838,304.61,acYChar/mqtt,304.61
2023-08-02 13:43:09.857271,69.02,acZChar/mqtt,69.02
2023-08-02 13:43:09.860118,-5.34,currentSenChar/mqtt,-5.34
2023-08-02 13:43:09.869483,296.26,acXChar/mqtt,296.26
2023-08-02 13:43:09.869483,304.49,acYChar/mqtt,304.49
2023-08-02 13:43:09.878304,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:09.886349,-5.55,currentSenChar/mqtt,-5.55
2023-08-02 13:43:09.894592,296.77,acXChar/mqtt,296.77
2023-08-02 13:43:09.904464,305.09,acYChar/mqtt,305.09
2023-08-02 13:43:09.904464,68.75,acZChar/mqtt,68.75
2023-08-02 13:43:09.913199,-4.66,currentSenChar/mqtt,-4.66
2023-08-02 13:43:09.921255,296.74,acXChar/mqtt,296.74
2023-08-02 13:43:09.921639,305.18,acYChar/mqtt,305.18
2023-08-02 13:43:09.930508,70.36,acZChar/mqtt,70.36
2023-08-02 13:43:09.936063,-5.18,currentSenChar/mqtt,-5.18
2023-08-02 13:43:09.944461,296.53,acXChar/mqtt,296.53
2023-08-02 13:43:09.953079,304.70,acYChar/mqtt,304.7
2023-08-02 13:43:09.961905,70.07,acZChar/mqtt,70.07
2023-08-02 13:43:09.972523,-4.92,currentSenChar/mqtt,-4.92
2023-08-02 13:43:09.977928,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:09.977928,306.16,acYChar/mqtt,306.16
2023-08-02 13:43:09.987477,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:09.995805,-4.39,currentSenChar/mqtt,-4.39
2023-08-02 13:43:10.087357,296.74,acXChar/mqtt,296.74
2023-08-02 13:43:10.094972,305.41,acYChar/mqtt,305.41
2023-08-02 13:43:10.103395,69.50,acZChar/mqtt,69.5
2023-08-02 13:43:10.111060,-5.08,currentSenChar/mqtt,-5.08
2023-08-02 13:43:10.119109,296.39,acXChar/mqtt,296.39
2023-08-02 13:43:10.120872,304.13,acYChar/mqtt,304.13
2023-08-02 13:43:10.130503,69.65,acZChar/mqtt,69.65
2023-08-02 13:43:10.139153,-4.63,currentSenChar/mqtt,-4.63
2023-08-02 13:43:10.148739,296.56,acXChar/mqtt,296.56
2023-08-02 13:43:10.155257,305.47,acYChar/mqtt,305.47
2023-08-02 13:43:10.162480,69.32,acZChar/mqtt,69.32
2023-08-02 13:43:10.171721,-4.21,currentSenChar/mqtt,-4.21
2023-08-02 13:43:10.463640,297.06,acXChar/mqtt,297.06
2023-08-02 13:43:10.472895,305.33,acYChar/mqtt,305.33
2023-08-02 13:43:10.481655,69.65,acZChar/mqtt,69.65
2023-08-02 13:43:10.482166,-5.05,currentSenChar/mqtt,-5.05
2023-08-02 13:43:10.490502,296.26,acXChar/mqtt,296.26
2023-08-02 13:43:10.498743,306.16,acYChar/mqtt,306.16
2023-08-02 13:43:10.507430,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:10.515967,-6.19,currentSenChar/mqtt,-6.19
2023-08-02 13:43:10.524169,297.64,acXChar/mqtt,297.64
2023-08-02 13:43:10.538296,304.72,acYChar/mqtt,304.72
2023-08-02 13:43:10.538296,69.34,acZChar/mqtt,69.34
2023-08-02 13:43:10.547909,-5.48,currentSenChar/mqtt,-5.48
2023-08-02 13:43:10.555610,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:10.563349,304.74,acYChar/mqtt,304.74
2023-08-02 13:43:10.573210,69.98,acZChar/mqtt,69.98
2023-08-02 13:43:10.581505,-4.52,currentSenChar/mqtt,-4.52
2023-08-02 13:43:10.590767,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:10.599010,304.03,acYChar/mqtt,304.03
2023-08-02 13:43:10.608151,70.53,acZChar/mqtt,70.53
2023-08-02 13:43:10.616397,-4.95,currentSenChar/mqtt,-4.95
2023-08-02 13:43:10.704224,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:10.713731,304.99,acYChar/mqtt,304.99
2023-08-02 13:43:10.721976,69.63,acZChar/mqtt,69.63
2023-08-02 13:43:10.723325,-4.42,currentSenChar/mqtt,-4.42
2023-08-02 13:43:10.732211,297.14,acXChar/mqtt,297.14
2023-08-02 13:43:10.737255,305.01,acYChar/mqtt,305.01
2023-08-02 13:43:10.745619,69.96,acZChar/mqtt,69.96
2023-08-02 13:43:10.745619,-5.98,currentSenChar/mqtt,-5.98
2023-08-02 13:43:10.755328,297.58,acXChar/mqtt,297.58
2023-08-02 13:43:10.763692,304.97,acYChar/mqtt,304.97
2023-08-02 13:43:10.772432,70.09,acZChar/mqtt,70.09
2023-08-02 13:43:10.781219,-5.98,currentSenChar/mqtt,-5.98
2023-08-02 13:43:10.781219,297.04,acXChar/mqtt,297.04
2023-08-02 13:43:10.790680,304.43,acYChar/mqtt,304.43
2023-08-02 13:43:10.800253,69.19,acZChar/mqtt,69.19
2023-08-02 13:43:10.804992,-5.50,currentSenChar/mqtt,-5.5
2023-08-02 13:43:10.813839,296.97,acXChar/mqtt,296.97
2023-08-02 13:43:10.821801,304.59,acYChar/mqtt,304.59
2023-08-02 13:43:10.821801,69.21,acZChar/mqtt,69.21
2023-08-02 13:43:10.830719,-4.97,currentSenChar/mqtt,-4.97
2023-08-02 13:43:10.837601,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:10.846540,305.14,acYChar/mqtt,305.14
2023-08-02 13:43:10.855002,70.05,acZChar/mqtt,70.05
2023-08-02 13:43:10.855002,-3.76,currentSenChar/mqtt,-3.76
2023-08-02 13:43:10.898462,297.12,acXChar/mqtt,297.12
2023-08-02 13:43:10.905622,304.84,acYChar/mqtt,304.84
2023-08-02 13:43:10.915666,69.84,acZChar/mqtt,69.84
2023-08-02 13:43:10.921056,-5.55,currentSenChar/mqtt,-5.55
2023-08-02 13:43:10.926811,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:10.937685,305.32,acYChar/mqtt,305.32
2023-08-02 13:43:10.947514,68.83,acZChar/mqtt,68.83
2023-08-02 13:43:10.953868,-4.50,currentSenChar/mqtt,-4.5
2023-08-02 13:43:10.954370,297.20,acXChar/mqtt,297.2
2023-08-02 13:43:10.963185,304.84,acYChar/mqtt,304.84
2023-08-02 13:43:10.971481,69.82,acZChar/mqtt,69.82
2023-08-02 13:43:10.980405,-4.23,currentSenChar/mqtt,-4.23
2023-08-02 13:43:11.160228,296.49,acXChar/mqtt,296.49
2023-08-02 13:43:11.172130,304.61,acYChar/mqtt,304.61
2023-08-02 13:43:11.180461,69.00,acZChar/mqtt,69.0
2023-08-02 13:43:11.188864,-7.09,currentSenChar/mqtt,-7.09
2023-08-02 13:43:11.188864,296.85,acXChar/mqtt,296.85
2023-08-02 13:43:11.198302,304.34,acYChar/mqtt,304.34
2023-08-02 13:43:11.207491,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:11.215874,-6.11,currentSenChar/mqtt,-6.11
2023-08-02 13:43:11.225102,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:11.225102,304.86,acYChar/mqtt,304.86
2023-08-02 13:43:11.238308,68.94,acZChar/mqtt,68.94
2023-08-02 13:43:11.238308,-5.42,currentSenChar/mqtt,-5.42
2023-08-02 13:43:11.321443,296.76,acXChar/mqtt,296.76
2023-08-02 13:43:11.330291,304.53,acYChar/mqtt,304.53
2023-08-02 13:43:11.338276,70.22,acZChar/mqtt,70.22
2023-08-02 13:43:11.338276,-4.97,currentSenChar/mqtt,-4.97
2023-08-02 13:43:11.347472,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:11.356237,304.53,acYChar/mqtt,304.53
2023-08-02 13:43:11.356237,69.21,acZChar/mqtt,69.21
2023-08-02 13:43:11.371187,-6.27,currentSenChar/mqtt,-6.27
2023-08-02 13:43:11.380786,297.00,acXChar/mqtt,297.0
2023-08-02 13:43:11.389175,304.84,acYChar/mqtt,304.84
2023-08-02 13:43:11.396605,70.03,acZChar/mqtt,70.03
2023-08-02 13:43:11.404442,-5.82,currentSenChar/mqtt,-5.82
2023-08-02 13:43:11.406418,297.58,acXChar/mqtt,297.58
2023-08-02 13:43:11.420657,304.78,acYChar/mqtt,304.78
2023-08-02 13:43:11.428136,69.04,acZChar/mqtt,69.04
2023-08-02 13:43:11.435524,-5.84,currentSenChar/mqtt,-5.84
2023-08-02 13:43:11.515833,297.44,acXChar/mqtt,297.44
2023-08-02 13:43:11.515833,305.58,acYChar/mqtt,305.58
2023-08-02 13:43:11.529825,69.55,acZChar/mqtt,69.55
2023-08-02 13:43:11.532761,-6.74,currentSenChar/mqtt,-6.74
2023-08-02 13:43:11.538283,297.04,acXChar/mqtt,297.04
2023-08-02 13:43:11.548184,305.05,acYChar/mqtt,305.05
2023-08-02 13:43:11.558698,70.17,acZChar/mqtt,70.17
2023-08-02 13:43:11.559664,-5.42,currentSenChar/mqtt,-5.42
2023-08-02 13:43:11.571163,297.44,acXChar/mqtt,297.44
2023-08-02 13:43:11.576627,304.63,acYChar/mqtt,304.63
2023-08-02 13:43:11.592542,69.11,acZChar/mqtt,69.11
2023-08-02 13:43:11.595190,-5.55,currentSenChar/mqtt,-5.55
2023-08-02 13:43:11.758053,296.60,acXChar/mqtt,296.6
2023-08-02 13:43:11.759615,304.95,acYChar/mqtt,304.95
2023-08-02 13:43:11.771022,69.57,acZChar/mqtt,69.57
2023-08-02 13:43:11.771022,-5.42,currentSenChar/mqtt,-5.42
2023-08-02 13:43:11.779954,296.81,acXChar/mqtt,296.81
2023-08-02 13:43:11.790497,304.64,acYChar/mqtt,304.64
2023-08-02 13:43:11.803429,69.50,acZChar/mqtt,69.5
2023-08-02 13:43:11.806983,-7.09,currentSenChar/mqtt,-7.09
2023-08-02 13:43:11.815669,297.06,acXChar/mqtt,297.06
2023-08-02 13:43:11.821692,305.24,acYChar/mqtt,305.24
2023-08-02 13:43:11.831748,68.85,acZChar/mqtt,68.85
2023-08-02 13:43:11.842827,-5.37,currentSenChar/mqtt,-5.37
2023-08-02 13:43:11.848360,296.66,acXChar/mqtt,296.66
2023-08-02 13:43:11.855123,305.56,acYChar/mqtt,305.56
2023-08-02 13:43:11.862632,69.25,acZChar/mqtt,69.25
2023-08-02 13:43:11.875553,-6.29,currentSenChar/mqtt,-6.29
2023-08-02 13:43:11.920820,297.43,acXChar/mqtt,297.43
2023-08-02 13:43:11.934379,304.57,acYChar/mqtt,304.57
2023-08-02 13:43:11.941660,69.36,acZChar/mqtt,69.36
2023-08-02 13:43:11.948245,-6.61,currentSenChar/mqtt,-6.61
2023-08-02 13:43:11.957854,297.27,acXChar/mqtt,297.27
2023-08-02 13:43:11.960357,305.03,acYChar/mqtt,305.03
2023-08-02 13:43:11.969122,69.92,acZChar/mqtt,69.92
2023-08-02 13:43:11.979577,-5.48,currentSenChar/mqtt,-5.48
2023-08-02 13:43:11.988559,296.31,acXChar/mqtt,296.31
2023-08-02 13:43:11.996807,304.66,acYChar/mqtt,304.66
2023-08-02 13:43:12.004692,69.42,acZChar/mqtt,69.42
2023-08-02 13:43:12.012965,-5.48,currentSenChar/mqtt,-5.48
2023-08-02 13:43:12.037398,296.74,acXChar/mqtt,296.74
2023-08-02 13:43:12.048772,305.09,acYChar/mqtt,305.09
2023-08-02 13:43:12.056165,69.06,acZChar/mqtt,69.06
2023-08-02 13:43:12.065611,-9.96,currentSenChar/mqtt,-9.96
2023-08-02 13:43:12.066115,297.04,acXChar/mqtt,297.04
2023-08-02 13:43:12.080739,304.61,acYChar/mqtt,304.61
2023-08-02 13:43:12.088324,69.54,acZChar/mqtt,69.54
2023-08-02 13:43:12.095614,-7.14,currentSenChar/mqtt,-7.14
2023-08-02 13:43:12.133181,297.08,acXChar/mqtt,297.08
2023-08-02 13:43:12.136237,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:12.148871,70.17,acZChar/mqtt,70.17
2023-08-02 13:43:12.157305,-7.38,currentSenChar/mqtt,-7.38
2023-08-02 13:43:12.340257,297.50,acXChar/mqtt,297.5
2023-08-02 13:43:12.349684,305.20,acYChar/mqtt,305.2
2023-08-02 13:43:12.355002,70.01,acZChar/mqtt,70.01
2023-08-02 13:43:12.363909,-5.92,currentSenChar/mqtt,-5.92
2023-08-02 13:43:12.373026,297.20,acXChar/mqtt,297.2
2023-08-02 13:43:12.374120,304.74,acYChar/mqtt,304.74
2023-08-02 13:43:12.388738,69.77,acZChar/mqtt,69.77
2023-08-02 13:43:12.393457,-6.95,currentSenChar/mqtt,-6.95
2023-08-02 13:43:12.402158,297.27,acXChar/mqtt,297.27
2023-08-02 13:43:12.408009,304.91,acYChar/mqtt,304.91
2023-08-02 13:43:12.417513,69.13,acZChar/mqtt,69.13
2023-08-02 13:43:12.425850,-7.14,currentSenChar/mqtt,-7.14
2023-08-02 13:43:12.435281,297.14,acXChar/mqtt,297.14
2023-08-02 13:43:12.435281,305.14,acYChar/mqtt,305.14
2023-08-02 13:43:12.446088,70.05,acZChar/mqtt,70.05
2023-08-02 13:43:12.454778,-6.24,currentSenChar/mqtt,-6.24
2023-08-02 13:43:12.546459,297.33,acXChar/mqtt,297.33
2023-08-02 13:43:12.554577,305.33,acYChar/mqtt,305.33
2023-08-02 13:43:12.561198,69.00,acZChar/mqtt,69.0
2023-08-02 13:43:12.571748,-7.09,currentSenChar/mqtt,-7.09
2023-08-02 13:43:12.580081,297.48,acXChar/mqtt,297.48
2023-08-02 13:43:12.588811,304.95,acYChar/mqtt,304.95
2023-08-02 13:43:12.594979,69.09,acZChar/mqtt,69.09
2023-08-02 13:43:12.599216,-6.43,currentSenChar/mqtt,-6.43
2023-08-02 13:43:12.609157,297.35,acXChar/mqtt,297.35
2023-08-02 13:43:12.610873,305.14,acYChar/mqtt,305.14
2023-08-02 13:43:12.621871,69.13,acZChar/mqtt,69.13
2023-08-02 13:43:12.632498,-5.95,currentSenChar/mqtt,-5.95
2023-08-02 13:43:12.640072,296.72,acXChar/mqtt,296.72
2023-08-02 13:43:12.648017,304.66,acYChar/mqtt,304.66
2023-08-02 13:43:12.656909,68.96,acZChar/mqtt,68.96
